business_id,name,neighborhood,address,city,state,postal_code,latitude,longitude,stars,review_count,is_open,categories
_mqUzNXs_sJ1EJYgYZYszg,"""The Lunch Lounge""",,"""501 N 44th St, Ste 175""",Phoenix,AZ,85008,33.4542415,-111.986525,4.5,82,1,Breakfast & Brunch;Delis;Restaurants;Sandwiches
_Mt217a3ia0TDuNRDFY6Tw,"""South China Express""",,"""1616 W Montebello Ave, Ste F""",Phoenix,AZ,85015,33.519608,-112.0935558,2,4,1,Restaurants;Chinese
_nmOWqgx_KdLrj5pehDQmg,"""Pak Afghan Halal Restaurant & Catering""",,"""1638 N 40th St""",Phoenix,AZ,85008,33.467014,-111.995926,4.5,21,0,Pakistani;Restaurants;Indian;Afghan
_O2_jwNT_3FDaSRZ50jvrw,"""The Joy Bus Diner""",,"""3375 E Shea Blvd""",Phoenix,AZ,85028,33.5817549,-112.0084514,4.5,107,1,Diners;Local Services;Breakfast & Brunch;Restaurants;Community Service/Non-Profit
_-OJ4-bPGyKQ9Hcc5JeSqw,"""Tipsy Tea Party""",,"""2401 E Camelback Rd""",Phoenix,AZ,85016,33.49391988,-111.9263523,4,4,1,Wedding Planning;Restaurants;Unofficial Yelp Events;Adult Entertainment;Cocktail Bars;Bars;Food;Venues & Event Spaces;Nightlife;Event Planning & Services;Party & Event Planning;Lounges;Tea Rooms;Tapas/Small Plates;Local Flavor
_oKvRJPi7rQViDeCwXF8qw,"""Panini Bread and Grill""",,"""4129 E Van Buren St, Ste 105""",Phoenix,AZ,85008,33.70182328,-112.163535,5,13,0,Event Planning & Services;Restaurants;Sandwiches;American (Traditional);Food;Salad;Delis;Caterers;Pizza
_PHjKNw3rv_CEU7GvuA6-Q,"""Bertie's Of Arcadia""",,"""40 Palms""",Phoenix,AZ,85003,33.4801098,-111.9951255,5,3,0,Sandwiches;Soup;Comfort Food;Restaurants
_rA40C78qQgsFv8wFOQqgA,"""Tiny's Country Cafe""",,"""15414 N 19th Ave""",Phoenix,AZ,85023,33.626933,-112.100731,4,39,0,Restaurants;Breakfast & Brunch
_rxm3RZlb0reZDzCkKltow,"""Blue Sage""",,"""5350 E Marriott Dr""",Phoenix,AZ,85054,33.6834408,-111.9660359,3.5,25,0,Sandwiches;American (New);Restaurants;Breakfast & Brunch
_RYkQNjV_D6xOzRp3RwVOQ,"""Domino's Pizza""",,"""5030 W McDowell Rd, Ste 51""",Phoenix,AZ,85035,33.4667388,-112.1676335,2,9,1,Restaurants;Chicken Wings;Sandwiches;Pizza
_S9wayPpSGUthFzBJ-IVYQ,"""Fat Ass Burger""",,"""3102 N 16th St""",Phoenix,AZ,85014,33.484011,-112.048027,2.5,7,0,Restaurants;Burgers
_sOni_t0FvAQuUDBEGe3Gg,"""Seamus McCaffrey's""",,"""18 W Monroe St""",Phoenix,AZ,85003,33.4503778,-112.0740091,3.5,278,1,Music Venues;Irish Pub;Irish;Restaurants;Bars;Nightlife;Pubs;Arts & Entertainment
_uudqocL6XhyDWbrdK1BMg,"""Hotdog On a Stick""",,"""9617 N Metro Pkwy W, Ste 2044""",Phoenix,AZ,85051,33.573648,-112.1246887,4,5,0,Food;Restaurants;Hot Dogs
_VHOD-pcrAZFKNinI7GCUQ,"""Smashburger""",,"""950 E Bell Rd, Ste 130""",Phoenix,AZ,85018,33.64022781,-112.0615946,3.5,14,1,Restaurants;Burgers
_Wcp-JfSzhjplX0J1Q_5OA,"""Chefs At Your Home""",,"""2507 E Roma Ave""",Phoenix,AZ,85016,33.500981,-112.027641,5,6,1,Gluten-Free;Restaurants;Food;Event Planning & Services;Caterers;Personal Chefs;Food Delivery Services
_WtxQbDK7B-ExGdeG-2j6Q,"""Rokerij""",,"""6335 N 16th St""",Phoenix,AZ,85016,33.5303818,-112.0470752,4,604,1,Steakhouses;Mexican;Seafood;New Mexican Cuisine;American (Traditional);Restaurants
_WvEXsx2eZ53lTWHlIx9kg,"""Blue Hound Kitchen & Cocktails""",,"""2 E Jefferson St""",Phoenix,AZ,85004,33.4475193,-112.0736438,4,498,1,Gastropubs;Restaurants;American (New);Nightlife;Bars
_yxPEM0oxih1H0SoHJ-k5w,"""Pizza & Krispy Krunchy Chicken""",,"""4105 E Mcdowell Rd""",Phoenix,AZ,85008,33.4653966,-111.9926392,2,19,0,Pizza;Fast Food;Restaurants
0_Yc6blfiI9A6Q8bKjYLSQ,"""Taco Bell""",,"""2660 W Thunderbird Rd""",Phoenix,AZ,85023,33.61106,-112.111991,3,11,1,Fast Food;Mexican;Restaurants;Tex-Mex
01cFftHZc98jNJfJrLEJ5g,"""Hookmeup Gourmet Sandwiches""",,"""15425 S 48th St, Ste 116""",Phoenix,AZ,85044,33.3066645,-111.9799023,4.5,148,0,Desserts;Vegan;Delis;Sandwiches;Restaurants;Food
01Gav7vnilRwSVm3WwkAtA,"""The Brickhouse""",,"""1 E Jackson St""",Phoenix,AZ,85004,33.44455,-112.073577,3.5,7,0,Restaurants;American (Traditional);Music Venues;Nightlife;Arts & Entertainment
01xXe2m_z048W5gcBFpoJA,"""Five Guys""",,"""2641 N 44th St, Ste 100""",Phoenix,AZ,85008,33.47804293,-111.9863703,3.5,67,1,Restaurants;Fast Food;American (New);Burgers
02eESJZNF3qigrJ3GNRgIQ,"""Taqueria Yaqui""",,"""3516 E McDowell Rd""",Phoenix,AZ,85008,33.4657273,-112.0057729,4.5,18,1,Mexican;Restaurants
02EYqwh47uVxOaOKrnx8SQ,"""Indian Delhi Palace""",,"""5104 E McDowell Rd""",Phoenix,AZ,85008,33.4657562,-111.9718284,3.5,262,1,Restaurants;Event Planning & Services;Pakistani;Buffets;Indian;Party & Event Planning;Venues & Event Spaces
02GctEso08hyhQpkqOftsw,"""Muffin But The Best Cafe""",,"""15414 N 19th Ave, Ste C""",Phoenix,AZ,85023,33.6264211,-112.1002302,4,49,0,Breakfast & Brunch;American (New);Cafes;Restaurants
02ooNKJDjsE50KfmL0Rqdw,"""KFC""",,"""2436 East Indian School Road""",Phoenix,AZ,85016,33.4949,-112.029,2,18,1,Chicken Wings;Fast Food;Restaurants
02zH3RnRvBWfMoBUqtzfsg,"""Yo Mama's Good Cook'n""",,"""5037 S 24th St""",Phoenix,AZ,85040,33.3999435,-112.0297841,3,8,0,Soul Food;Restaurants
042IHd5KjHiMuBtGtugO_g,"""OHSO Brewery - Paradise Valley""",,"""10810 N Tatum Blvd, Ste 126""",Phoenix,AZ,85028,33.58406254,-111.9797598,4,455,1,American (New);Restaurants;Breweries;Breakfast & Brunch;Gluten-Free;Bars;Food;Nightlife;Burgers
04Iq42i8lm50Lvdj1j3DCQ,"""Gretalian""",,"""5341 N 7th Ave""",Phoenix,AZ,85013,33.5163421,-112.0822543,3,4,0,Italian;Restaurants;Food;American (New);Greek
-050d_XIor1NpCuWkbIVaQ,"""Matt's Big Breakfast""",,"""801 N 1st St""",Phoenix,AZ,85004,33.45669606,-112.0723271,4,700,0,Breakfast & Brunch;Restaurants
06lCNuSrCnaU6eq0EV4PYg,"""Province Urban Kitchen & Bar""",,"""333 N Central Ave""",Phoenix,AZ,85004,33.4516715,-112.0733143,4,217,1,Restaurants;American (New);Burgers;Breakfast & Brunch;Nightlife;Bars;Lounges
06PiQOUehVOYtDcZRWrA5A,"""Little Caesars""",,"""3434 W Greenway Rd, Unit 128""",Phoenix,AZ,85053,33.6264315,-112.1324671,4,8,1,Pizza;Restaurants
079CV1EE5WLdQqVEVYFeHQ,"""The Prime Chinese Restaurant""",,"""24 W Camelback Rd, Ste H""",Phoenix,AZ,85013,33.50982697,-112.0754786,4,142,1,Chinese;Restaurants
08_PxnpSJO4Rxt05EYaAxg,"""D'licious Dishes""",,"""5345 N 7th Ave""",Phoenix,AZ,85013,33.516464,-112.0823359,4.5,47,0,Restaurants;Food;Specialty Food;Delis;Cheese Shops
0859wfd1BQHG46Zpwhc0ZQ,"""Oven + Vine""",,"""14 W Vernon Ave""",Phoenix,AZ,85003,33.474235,-112.074605,4.5,224,1,Bars;Wine Bars;Restaurants;Pizza;American (New);Nightlife
08AqwKb4NlV43qCYLuiVIQ,"""Eddie Matney's""",,"""2398 E Camelback Rd Ste 275""",Phoenix,AZ,85016,33.5100117,-112.0308597,5,3,0,Restaurants
09LYxY5D4GcKc0Tvs4K_gw,"""Press Coffee""",,"""1616 N Central Ave, Ste 102""",Phoenix,AZ,85004,33.46667819,-112.0739475,4,29,1,Coffee Roasteries;Food;Coffee & Tea;Restaurants;Breakfast & Brunch
-0aIra_B6iALlfqAriBSYA,"""Tea2go""",,"""5415 E High St, Ste 103""",Phoenix,AZ,85054,33.6754894,-111.9649133,4.5,32,1,Restaurants;Food;Tea Rooms;Coffee & Tea
0B_aEPeZjrXs6T7vS3arrA,"""Sophie's French Bistro""",,"""2320 E Osborn Rd""",Phoenix,AZ,85016,33.4878123,-112.0314685,4,46,0,Restaurants;Nightlife;Bars;Wine Bars;French
0BaMoKDVNv-MP84BQ9EK9A,"""Jack In the Box""",,"""8225 W Camelback Rd""",Phoenix,AZ,85033,33.508427,-112.236714,1,9,1,Restaurants;Fast Food
0Buxoc0cRqjpvkezo3bqog,"""Nobuo At Teeter House""",,"""622 E Adams St""",Phoenix,AZ,85004,33.44955544,-112.0656822,4.5,422,1,Food;Tea Rooms;Restaurants;Japanese
0CElIQnJdQYF2bmsAiWczg,"""Luci's at the Orchard""",,"""7100 N 12th St, Bldg Two""",Phoenix,AZ,85020,33.5397031,-112.0563117,4,209,1,Sandwiches;Food;Juice Bars & Smoothies;Breakfast & Brunch;Venues & Event Spaces;Wedding Chapels;Restaurants;Event Planning & Services;Coffee & Tea
0-CXwwVL-u0tc0FOuSExWQ,"""Press Coffee Food & Wine""",,"""Terminal 4 Gate B9""",Phoenix,AZ,85034,33.43765959,-111.9966316,4,121,0,Cafes;Restaurants
0CZ4opKkec9yAS8qmXoWdA,"""Ric's Smokehouse BBQ & Grill""",,"""1930 W Pinnacle Peak Rd, Ste 119""",Phoenix,AZ,85027,33.6986712,-112.1013815,3,62,0,Restaurants;Local Flavor;Barbeque
0dEUND3rVLjp50rczLIaeA,"""twenty6""",,"""JW Marriott Desert Ridge, 5350 E. Marriott Drive""",Phoenix,AZ,85054,33.6834408,-111.9660359,4,9,1,Nightlife;Cocktail Bars;Lounges;Food;Restaurants;Bars;Gelato
0go_co5nVtlbu4HgUyUIOQ,"""Snooze An AM Eatery""",,"""4901 E Ray Rd, Ste 120""",Phoenix,AZ,85044,33.3193791,-111.9778294,4,54,1,Food;Coffee & Tea;Restaurants;Breakfast & Brunch;Sandwiches
0h5yI6np7weAVH0jsjHqPw,"""Humble Pie""",,"""3964 E Sky Harbor Blvd""",Phoenix,AZ,85034,33.43716567,-112.0019149,3,93,1,Pizza;Bars;Italian;Restaurants;Beer;Wine & Spirits;Food;Nightlife
0hp3WtPSxvmJVk3BNTfhHQ,"""McDonald's""",,"""3323 N 24th St""",Phoenix,AZ,85016,33.4866445,-112.029783,2,14,1,Burgers;Restaurants;Fast Food
0HRNeFrQt31b-lD9kVdHog,"""Golden China""",,"""10720 W Indian School Rd""",Phoenix,AZ,85037,33.4947098,-112.291439,3.5,34,1,Chinese;Restaurants
0HwrX6P6lh92F0f-A_QzjA,"""Sam's Cafe""",,"""2566 E Camelback Rd, Ste 201""",Phoenix,AZ,85016,33.5095991,-112.0260037,3.5,26,0,Restaurants;Tex-Mex
0jaD7X39dXE8DxJYIaxSDg,"""Tropical Smoothie Cafe""",,"""2815 W Peoria Ave, Ste 116""",Phoenix,AZ,85029,33.58145639,-112.123098,3.5,37,1,Breakfast & Brunch;Food;Cafes;Restaurants;Juice Bars & Smoothies
0jDvRJS-z9zdMgOUXgr6rA,"""Sunfare""",,"""811 W Deer Valley Rd""",Phoenix,AZ,85027,33.6834068,-112.0847655,5,27,1,Personal Chefs;Food;Gluten-Free;Food Delivery Services;Event Planning & Services;Restaurants
0kD9yJIB2cmvOh8-WbcO_w,"""Poki Bar Central""",,"""2836 E Indian School Rd, Ste A-1""",Phoenix,AZ,85016,33.4954365,-112.0197856,3.5,66,1,Japanese;Poke;Restaurants;Hawaiian;Food;Sushi Bars
0KpoeCt1E-SQsUBwtjLAEw,"""Athens Pita & Greek Grill""",,"""3 S 2nd St, Ste 107""",Phoenix,AZ,85004,33.4469961,-112.0709471,3.5,15,1,Greek;Cafes;Mediterranean;Restaurants
0LhYg3iOF9IU2Ut8IL84TQ,"""MATCH Restaurant & Lounge""",,"""1100 N Central Ave""",Phoenix,AZ,85003,33.4603691,-112.074312,4,180,1,Restaurants;Cocktail Bars;Lounges;Nightlife;American (New);Bars
0LmDg_Y6Ht3zFqtvmLhp6g,"""Cornish Pasty""",,"""7 W Monroe St""",Phoenix,AZ,85003,33.450217,-112.074153,4,168,1,Pubs;Restaurants;Nightlife;British;Bars
0Mp_0j2dfMXE6l-3Raqorg,"""Taco Bell""",,"""3517 W Glendale Ave""",Phoenix,AZ,85051,33.53820361,-112.135097,3.5,7,1,Tex-Mex;Mexican;Restaurants;Fast Food
0MVUQtakauK3qKqfIcQWiQ,"""Wingettes""",,"""15840 N 32nd  St""",Phoenix,AZ,85032,33.63157272,-112.0139313,3.5,41,0,Restaurants;American (Traditional);Chicken Wings
0N2y8rNxbet6p4UIBWTOrw,"""King Gyros""",,"""4243 W Thunderbird Rd""",Phoenix,AZ,85053,33.6105418,-112.1485743,4.5,205,1,Mediterranean;Restaurants;Greek
0obhg2Jv22z6Mkvl3zGaiQ,"""Nino's Greek Cafe""",,"""3102 N 16th St""",Phoenix,AZ,85016,33.48403135,-112.0479991,4.5,143,1,Salad;Greek;Burgers;Mediterranean;Restaurants
0oOTrzxhO3FxHqmeZuC3mw,"""Pastries N Chaat""",,"""3539 West Bell Rd""",Phoenix,AZ,85053,33.6382898,-112.1356862,3.5,24,1,Indian;Restaurants;Food;Bakeries;Halal;Pakistani
0oZJ19F7KebXTu8auQvZrA,"""Domino's Pizza""",,"""1850 W Indian School Rd""",Phoenix,AZ,85015,33.4950274,-112.0989598,3,13,1,Pizza;Chicken Wings;Italian;Sandwiches;Restaurants
0PFaDqDinxlLhGk4D522AA,"""De La Ana European Delicatessen Store""",,"""7828 N 19th Ave, Ste 5""",Phoenix,AZ,85021,33.5521095,-112.1003408,4.5,12,1,Restaurants;Specialty Food;Delis;Food;Grocery;Ethnic Food
0PMKMyfX1j7Nc4esk1RaMg,"""Humble Pie""",,"""21050 N Tatum Blvd""",Phoenix,AZ,85050,33.6780427,-111.9786993,3.5,257,1,Italian;Pizza;Restaurants
0QBFtNNj9RIggZGeivcbEg,"""Plaza Bonita""",,"""2815 W Carefree Hwy""",Phoenix,AZ,85085,33.7977606,-112.1208432,4,149,1,Restaurants;Bars;Nightlife;Cocktail Bars;Mexican
0rjU_WK5HxoH1fIuEpTpcg,"""Zesty Zzeeks Pizza and Wings""",,"""4825 E Warner Rd""",Phoenix,AZ,85044,33.32936422,-111.9796339,4,232,1,Sandwiches;Chicken Wings;Restaurants;Pizza;Food
0Rni7ocMC_Lg2UH0lDeKMQ,"""Barro's Pizza""",,"""4625 E Ray Rd""",Ahwatukee,AZ,85044,33.31805923,-111.9835283,3.5,74,1,Restaurants;Pizza;Italian;Sandwiches
0Ryxx6uSpt4TOKYVGBekLQ,"""Black Angus Steakhouse""",,"""10021 Metro Pkwy E""",Phoenix,AZ,85051,33.5775294,-112.1179486,3,110,1,Sports Bars;Nightlife;Bars;American (Traditional);Steakhouses;Restaurants
0S3x-ERLaR-ce1sJtS_OUA,"""Koreana BBQ""",,"""4550 E Cactus Rd""",Phoenix,AZ,85032,33.60281772,-111.9833872,2.5,11,0,Korean;Restaurants
-0tgMGl7D9B10YjSN2ujLA,"""Dubliner""",,"""3841 E Thunderbird Rd, Ste 111""",Phoenix,AZ,85032,33.61112821,-111.9985128,3.5,120,1,Bars;Nightlife;Irish;Arts & Entertainment;Music Venues;Restaurants;Pubs;Irish Pub
0U0odWV4aGw2k-bIUKhO2w,"""Ewn's 2""",,"""2010 E Broadway Rd""",Phoenix,AZ,85040,33.40692095,-112.0379489,4,18,1,American (Traditional);Soul Food;Southern;Restaurants
0-u1Re6Gi_Ip9J68Umg7CA,"""Haggen Food & Pharmacy""",,"""3655 W Anthem Way""",Anthem,AZ,85086,33.8649241,-112.1391586,2,7,0,Restaurants;Bakeries;Food;Delis;Grocery
0URIvKxCNT-AVgtdYFAX8w,"""Harley's Italian Bistro""",,"""4221 N 7th Ave""",Phoenix,AZ,85013,33.4974892,-112.0833763,3.5,165,0,Pizza;Restaurants;Italian
0V18KwdtfsdrIu9xyO4GLg,"""Thai Delight""",,"""4645 E Chandler Blvd, Ste 106""",Phoenix,AZ,85048,33.30456435,-111.9821897,4.5,90,1,Food;Restaurants;Desserts;Seafood;Beverage Store;Thai
0vJmCY2P5rc37jSMz7Nz3Q,"""The Steamed Tamale""",,"""1750 W Van Buren St""",Phoenix,AZ,85007,33.4513004,-112.0977344,4,9,0,Restaurants;Mexican
0vYwOmTitx-Qas-jjW3nYg,"""Fry's""",,"""3246 E Bell Rd""",Phoenix,AZ,85032,33.642124,-112.0111551,4.5,3,1,Drugstores;Restaurants;Shopping;Automotive;Gas Stations;Fast Food
-0WegMt6Cy966qlDKhu6jA,"""Game Seven Grill""",,"""201 S 4th St""",Phoenix,AZ,85034,33.4455954,-112.0684695,2,77,1,Burgers;Restaurants;American (Traditional);Barbeque
0wKOp9CBQbiByRn8Qp7NIg,"""Veterinary Neurological Center""",,"""4202 E Raymond St""",Phoenix,AZ,85040,33.413496,-111.990712,4.5,28,1,Pets;Restaurants;Veterinarians
0Wysm_99sHXrftxGZrJc3Q,"""Sinaloa""",,"""2601 E Bell Rd""",Phoenix,AZ,85032,33.640094,-112.025911,3.5,29,1,Restaurants;Mexican
0X4D58d_nShvVeN5FeYiHA,"""Oscar's Pizza""",,"""21043 N Cave Creek Rd""",Phoenix,AZ,85024,33.6790374,-112.0300807,2.5,3,0,Pizza;Restaurants
0XMOCF8omuTYfhkNRz1xMw,"""Arby's""",,"""119 E Baseline Rd""",Phoenix,AZ,85042,33.3773552,-112.0708618,3,4,1,Restaurants;Sandwiches;Fast Food
0yHY4FHCTOIshPiPc9EYBQ,"""Smashburger""",,"""3400 E Sky Harbor Blvd, Space T4-F30, Terminal 4""",Phoenix,AZ,85034,33.435689,-112.007182,3.5,28,1,Burgers;Restaurants
0zr7FB0nnZXJmwb94yTbJQ,"""Cafe 1010""",,"""1010 W Washington St""",Phoenix,AZ,85007,33.4481931,-112.086027,5,5,1,Restaurants;Burgers;Food;Breakfast & Brunch;Cafes;Sandwiches
1_vpfu3RxcnX5z54vmnOMg,"""Hamburger Haven""",,"""507 W Thomas Rd""",Phoenix,AZ,85013,33.4803022,-112.0807878,3,6,0,Fast Food;Sandwiches;Breakfast & Brunch;Restaurants
